Time,Source,Destination,Length
35.766697,104.198.218.190,10.1.10.11,538
35.812497,104.198.218.190,10.1.10.11,121
35.93619,104.198.218.190,10.1.10.11,538
35.982671,104.198.218.190,10.1.10.11,677
36.029734,104.198.218.190,10.1.10.11,607
36.115977,104.198.218.190,10.1.10.11,538
36.161397,104.198.218.190,10.1.10.11,123
36.378107,104.198.218.190,10.1.10.11,538
36.422813,104.198.218.190,10.1.10.11,130
36.695042,104.198.218.190,10.1.10.11,546
36.741631,104.198.218.190,10.1.10.11,124
37.275124,104.198.218.190,10.1.10.11,555
37.319167,104.198.218.190,10.1.10.11,126
37.385038,104.198.218.190,10.1.10.11,555
37.430651,104.198.218.190,10.1.10.11,130
37.496859,104.198.218.190,10.1.10.11,555
37.541922,104.198.218.190,10.1.10.11,132
37.645556,104.198.218.190,10.1.10.11,555
37.700733,104.198.218.190,10.1.10.11,1282
37.746112,104.198.218.190,10.1.10.11,638
37.838335,104.198.218.190,10.1.10.11,555
37.886053,104.198.218.190,10.1.10.11,727
37.931881,104.198.218.190,10.1.10.11,637
37.999247,104.198.218.190,10.1.10.11,555
38.043399,104.198.218.190,10.1.10.11,142
38.245767,104.198.218.190,10.1.10.11,555
38.29276,104.198.218.190,10.1.10.11,733
38.459543,104.198.218.190,10.1.10.11,566
38.506596,104.198.218.190,10.1.10.11,736
38.592634,104.198.218.190,10.1.10.11,582
38.640231,104.198.218.190,10.1.10.11,123
38.685483,104.198.218.190,10.1.10.11,655
38.843062,104.198.218.190,10.1.10.11,582
38.890127,104.198.218.190,10.1.10.11,733
38.939969,104.198.218.190,10.1.10.11,660
39.058354,104.198.218.190,10.1.10.11,590
39.105448,104.198.218.190,10.1.10.11,734
39.200689,104.198.218.190,10.1.10.11,590
39.2492,104.198.218.190,10.1.10.11,129
39.292753,104.198.218.190,10.1.10.11,667
39.425696,104.198.218.190,10.1.10.11,590
39.469313,104.198.218.190,10.1.10.11,132
39.512767,104.198.218.190,10.1.10.11,668
39.613613,104.198.218.190,10.1.10.11,594
39.663315,104.198.218.190,10.1.10.11,130
39.73608,104.198.218.190,10.1.10.11,594
39.781673,104.198.218.190,10.1.10.11,133
39.830955,104.198.218.190,10.1.10.11,672
39.874837,104.198.218.190,10.1.10.11,676
39.92104,104.198.218.190,10.1.10.11,675
40.011721,104.198.218.190,10.1.10.11,603
40.055233,104.198.218.190,10.1.10.11,749
40.099122,104.198.218.190,10.1.10.11,672
40.143252,104.198.218.190,10.1.10.11,1308
40.296561,104.198.218.190,10.1.10.11,603
40.340987,104.198.218.190,10.1.10.11,125
40.455523,104.198.218.190,10.1.10.11,607
40.503884,104.198.218.190,10.1.10.11,132
40.560565,104.198.218.190,10.1.10.11,607
40.605195,104.198.218.190,10.1.10.11,135
40.650943,104.198.218.190,10.1.10.11,1323
40.720718,104.198.218.190,10.1.10.11,613
40.767509,104.198.218.190,10.1.10.11,130
40.810901,104.198.218.190,10.1.10.11,692
41.000694,104.198.218.190,10.1.10.11,624
41.045701,104.198.218.190,10.1.10.11,122
41.091555,104.198.218.190,10.1.10.11,696
41.494604,104.198.218.190,10.1.10.11,624
41.540942,104.198.218.190,10.1.10.11,131
41.640099,104.198.218.190,10.1.10.11,624
41.6861,104.198.218.190,10.1.10.11,126
42.170494,104.198.218.190,10.1.10.11,635
42.257118,104.198.218.190,10.1.10.11,624
42.300995,104.198.218.190,10.1.10.11,142
42.526085,104.198.218.190,10.1.10.11,624
42.571744,104.198.218.190,10.1.10.11,804
42.861279,104.198.218.190,10.1.10.11,651
45.155829,104.198.218.190,10.1.10.11,651
45.206043,104.198.218.190,10.1.10.11,122
45.282784,104.198.218.190,10.1.10.11,651
45.326774,104.198.218.190,10.1.10.11,123
45.478089,104.198.218.190,10.1.10.11,651
45.522188,104.198.218.190,10.1.10.11,134
45.575565,104.198.218.190,10.1.10.11,1406
45.623312,104.198.218.190,10.1.10.11,1417
45.853358,104.198.218.190,10.1.10.11,651
45.89897,104.198.218.190,10.1.10.11,133
45.942864,104.198.218.190,10.1.10.11,733
46.109735,104.198.218.190,10.1.10.11,651
46.158008,104.198.218.190,10.1.10.11,146
46.269387,104.198.218.190,10.1.10.11,651
46.312765,104.198.218.190,10.1.10.11,143
46.369341,104.198.218.190,10.1.10.11,651
46.415619,104.198.218.190,10.1.10.11,149
46.458989,104.198.218.190,10.1.10.11,746
46.625488,104.198.218.190,10.1.10.11,651
46.669338,104.198.218.190,10.1.10.11,150
46.712948,104.198.218.190,10.1.10.11,744
46.75724,104.198.218.190,10.1.10.11,747
46.880002,104.198.218.190,10.1.10.11,651
46.923275,104.198.218.190,10.1.10.11,153
46.967177,104.198.218.190,10.1.10.11,1449
47.032535,104.198.218.190,10.1.10.11,651
47.081185,104.198.218.190,10.1.10.11,855
47.20951,104.198.218.190,10.1.10.11,676
47.253329,104.198.218.190,10.1.10.11,130
47.297411,104.198.218.190,10.1.10.11,753
47.556572,104.198.218.190,10.1.10.11,686
47.601403,104.198.218.190,10.1.10.11,126
47.647016,104.198.218.190,10.1.10.11,753
47.691075,104.198.218.190,10.1.10.11,762
47.770856,104.198.218.190,10.1.10.11,686
47.815292,104.198.218.190,10.1.10.11,134
47.859101,104.198.218.190,10.1.10.11,764
47.898623,104.198.218.190,10.1.10.11,1474
47.908098,104.198.218.190,10.1.10.11,61
47.985613,104.198.218.190,10.1.10.11,692
48.031277,104.198.218.190,10.1.10.11,131
48.075426,104.198.218.190,10.1.10.11,771
48.225743,104.198.218.190,10.1.10.11,697
48.273081,104.198.218.190,10.1.10.11,128
48.322401,104.198.218.190,10.1.10.11,775
48.506669,104.198.218.190,10.1.10.11,697
48.551181,104.198.218.190,10.1.10.11,134
48.582194,104.198.218.190,10.1.10.11,1474
48.594833,104.198.218.190,10.1.10.11,82
48.693919,104.198.218.190,10.1.10.11,710
48.737537,104.198.218.190,10.1.10.11,122
48.789591,104.198.218.190,10.1.10.11,782
48.848522,104.198.218.190,10.1.10.11,710
48.897569,104.198.218.190,10.1.10.11,125
49.117598,104.198.218.190,10.1.10.11,710
49.160932,104.198.218.190,10.1.10.11,130
49.271456,104.198.218.190,10.1.10.11,710
49.317469,104.198.218.190,10.1.10.11,134
49.361895,104.198.218.190,10.1.10.11,790
49.425703,104.198.218.190,10.1.10.11,720
49.443057,104.198.218.190,10.1.10.11,1474
49.471082,104.198.218.190,10.1.10.11,189
49.515146,104.198.218.190,10.1.10.11,795
49.60338,104.198.218.190,10.1.10.11,720
49.647164,104.198.218.190,10.1.10.11,130
49.691807,104.198.218.190,10.1.10.11,796
49.772859,104.198.218.190,10.1.10.11,725
49.817243,104.198.218.190,10.1.10.11,128
49.856971,104.198.218.190,10.1.10.11,1474
49.864995,104.198.218.190,10.1.10.11,128
49.92921,104.198.218.190,10.1.10.11,729
49.97296,104.198.218.190,10.1.10.11,129
50.110813,104.198.218.190,10.1.10.11,729
50.155101,104.198.218.190,10.1.10.11,887
50.198859,104.198.218.190,10.1.10.11,809
50.282719,104.198.218.190,10.1.10.11,735
50.329186,104.198.218.190,10.1.10.11,883
50.375597,104.198.218.190,10.1.10.11,812
50.536376,104.198.218.190,10.1.10.11,743
50.581092,104.198.218.190,10.1.10.11,123
50.630887,104.198.218.190,10.1.10.11,743
50.67464,104.198.218.190,10.1.10.11,127
50.724657,104.198.218.190,10.1.10.11,743
50.769229,104.198.218.190,10.1.10.11,129
50.871944,104.198.218.190,10.1.10.11,748
50.917009,104.198.218.190,10.1.10.11,123
50.963436,104.198.218.190,10.1.10.11,820
51.130795,104.198.218.190,10.1.10.11,751
51.17915,104.198.218.190,10.1.10.11,897
51.393123,104.198.218.190,10.1.10.11,756
51.437043,104.198.218.190,10.1.10.11,127
51.478346,104.198.218.190,10.1.10.11,1474
51.48427,104.198.218.190,10.1.10.11,178
51.550981,104.198.218.190,10.1.10.11,759
51.597335,104.198.218.190,10.1.10.11,902
51.735015,104.198.218.190,10.1.10.11,762
51.778937,104.198.218.190,10.1.10.11,124
51.843198,104.198.218.190,10.1.10.11,762
51.884029,104.198.218.190,10.1.10.11,1474
51.88945,104.198.218.190,10.1.10.11,275
51.994428,104.198.218.190,10.1.10.11,762
52.041067,104.198.218.190,10.1.10.11,135
52.161532,104.198.218.190,10.1.10.11,771
52.20589,104.198.218.190,10.1.10.11,916
52.435489,104.198.218.190,10.1.10.11,779
52.480706,104.198.218.190,10.1.10.11,121
52.539619,104.198.218.190,10.1.10.11,779
52.583359,104.198.218.190,10.1.10.11,919
52.648496,104.198.218.190,10.1.10.11,852
52.773142,104.198.218.190,10.1.10.11,782
52.821316,104.198.218.190,10.1.10.11,128
52.865207,104.198.218.190,10.1.10.11,858
52.933746,104.198.218.190,10.1.10.11,782
52.982423,104.198.218.190,10.1.10.11,932
53.091982,104.198.218.190,10.1.10.11,788
53.137324,104.198.218.190,10.1.10.11,927
53.181642,104.198.218.190,10.1.10.11,859
53.336798,104.198.218.190,10.1.10.11,791
53.381391,104.198.218.190,10.1.10.11,125
53.445787,104.198.218.190,10.1.10.11,791
53.489764,104.198.218.190,10.1.10.11,128
53.538904,104.198.218.190,10.1.10.11,866
53.687168,104.198.218.190,10.1.10.11,798
53.736982,104.198.218.190,10.1.10.11,122
53.799714,104.198.218.190,10.1.10.11,798
53.843173,104.198.218.190,10.1.10.11,125
53.88735,104.198.218.190,10.1.10.11,871
53.898187,104.198.218.190,10.1.10.11,1474
53.932002,104.198.218.190,10.1.10.11,268
53.976429,104.198.218.190,10.1.10.11,801
54.024008,104.198.218.190,10.1.10.11,948
54.07418,104.198.218.190,10.1.10.11,878
54.135722,104.198.218.190,10.1.10.11,801
54.179035,104.198.218.190,10.1.10.11,131
54.341111,104.198.218.190,10.1.10.11,801
54.38512,104.198.218.190,10.1.10.11,957
54.42952,104.198.218.190,10.1.10.11,883
54.475577,104.198.218.190,10.1.10.11,885
54.561061,104.198.218.190,10.1.10.11,810
54.605086,104.198.218.190,10.1.10.11,134
54.722345,104.198.218.190,10.1.10.11,810
54.765959,104.198.218.190,10.1.10.11,136
54.911643,104.198.218.190,10.1.10.11,817
54.955047,104.198.218.190,10.1.10.11,129
54.972119,104.198.218.190,10.1.10.11,1474
54.999097,104.198.218.190,10.1.10.11,319
55.400159,104.198.218.190,10.1.10.11,817
55.447075,104.198.218.190,10.1.10.11,141
55.49143,104.198.218.190,10.1.10.11,905
55.563685,104.198.218.190,10.1.10.11,837
55.613164,104.198.218.190,10.1.10.11,975
55.684458,104.198.218.190,10.1.10.11,837
55.727158,104.198.218.190,10.1.10.11,128
56.074423,104.198.218.190,10.1.10.11,837
56.119024,104.198.218.190,10.1.10.11,131
56.261345,104.198.218.190,10.1.10.11,850
56.305322,104.198.218.190,10.1.10.11,124
56.350416,104.198.218.190,10.1.10.11,919
56.979203,104.198.218.190,10.1.10.11,858
57.061378,104.198.218.190,10.1.10.11,858
57.105867,104.198.218.190,10.1.10.11,120
57.174449,104.198.218.190,10.1.10.11,858
57.218161,104.198.218.190,10.1.10.11,123
57.261495,104.198.218.190,10.1.10.11,927
57.30552,104.198.218.190,10.1.10.11,927
57.34928,104.198.218.190,10.1.10.11,930
57.457353,104.198.218.190,10.1.10.11,858
57.50189,104.198.218.190,10.1.10.11,1005
57.707177,104.198.218.190,10.1.10.11,858
57.751815,104.198.218.190,10.1.10.11,134
57.797551,104.198.218.190,10.1.10.11,938
57.968166,104.198.218.190,10.1.10.11,858
58.011841,104.198.218.190,10.1.10.11,137
58.025359,104.198.218.190,10.1.10.11,85
0.044893,104.198.218.190,10.1.10.11,269
0.111276,104.198.218.190,10.1.10.11,272
0.161874,104.198.218.190,10.1.10.11,272
0.230473,104.198.218.190,10.1.10.11,277
0.301767,104.198.218.190,10.1.10.11,275
0.388931,104.198.218.190,10.1.10.11,203
0.457095,104.198.218.190,10.1.10.11,128
0.537057,104.198.218.190,10.1.10.11,208
0.595419,104.198.218.190,10.1.10.11,350
0.661573,104.198.218.190,10.1.10.11,286
1.155170,104.198.218.190,10.1.10.11,216
1.207296,104.198.218.190,10.1.10.11,124
1.281060,104.198.218.190,10.1.10.11,225
2.120862,104.198.218.190,10.1.10.11,225
2.171462,104.198.218.190,10.1.10.11,137
2.242178,104.198.218.190,10.1.10.11,296
2.381227,104.198.218.190,10.1.10.11,225
2.433113,104.198.218.190,10.1.10.11,128
2.650962,104.198.218.190,10.1.10.11,225
2.716709,104.198.218.190,10.1.10.11,132
2.773792,104.198.218.190,10.1.10.11,303
2.990889,104.198.218.190,10.1.10.11,238
3.057898,104.198.218.190,10.1.10.11,119
3.238964,104.198.218.190,10.1.10.11,242
4.117808,104.198.218.190,10.1.10.11,242
4.183387,104.198.218.190,10.1.10.11,129
4.297585,104.198.218.190,10.1.10.11,242
4.574496,104.198.218.190,10.1.10.11,242
4.649148,104.198.218.190,10.1.10.11,136
4.727786,104.198.218.190,10.1.10.11,242
4.781277,104.198.218.190,10.1.10.11,138
4.851081,104.198.218.190,10.1.10.11,324
4.916983,104.198.218.190,10.1.10.11,328
5.004637,104.198.218.190,10.1.10.11,242
5.073076,104.198.218.190,10.1.10.11,142
5.135103,104.198.218.190,10.1.10.11,331
5.200882,104.198.218.190,10.1.10.11,324
5.267122,104.198.218.190,10.1.10.11,324
5.562306,104.198.218.190,10.1.10.11,256
5.628959,104.198.218.190,10.1.10.11,136
6.172680,104.198.218.190,10.1.10.11,277
6.775395,104.198.218.190,10.1.10.11,269
6.843423,104.198.218.190,10.1.10.11,412
6.910143,104.198.218.190,10.1.10.11,343
7.160963,104.198.218.190,10.1.10.11,269
7.227253,104.198.218.190,10.1.10.11,131
7.301071,104.198.218.190,10.1.10.11,269
7.361606,104.198.218.190,10.1.10.11,1012
7.497331,104.198.218.190,10.1.10.11,277
7.563097,104.198.218.190,10.1.10.11,132
7.669924,104.198.218.190,10.1.10.11,277
7.736080,104.198.218.190,10.1.10.11,131
7.783380,104.198.218.190,10.1.10.11,659
7.851648,104.198.218.190,10.1.10.11,357
7.921580,104.198.218.190,10.1.10.11,662
8.173669,104.198.218.190,10.1.10.11,288
8.221661,104.198.218.190,10.1.10.11,439
8.355939,104.198.218.190,10.1.10.11,296
8.425570,104.198.218.190,10.1.10.11,122
8.487528,104.198.218.190,10.1.10.11,364
8.553224,104.198.218.190,10.1.10.11,678
8.621627,104.198.218.190,10.1.10.11,686
9.038243,104.198.218.190,10.1.10.11,298
9.103035,104.198.218.190,10.1.10.11,132
9.160469,104.198.218.190,10.1.10.11,376
9.229588,104.198.218.190,10.1.10.11,376
9.389188,104.198.218.190,10.1.10.11,311
9.459016,104.198.218.190,10.1.10.11,126
9.636535,104.198.218.190,10.1.10.11,315
9.701431,104.198.218.190,10.1.10.11,122
10.010927,104.198.218.190,10.1.10.11,322
0.079056,104.198.218.190,10.1.10.11,224
0.146490,104.198.218.190,10.1.10.11,133
0.530916,104.198.218.190,10.1.10.11,224
0.604452,104.198.218.190,10.1.10.11,139
0.650936,104.198.218.190,10.1.10.11,559
0.717230,104.198.218.190,10.1.10.11,310
1.242559,104.198.218.190,10.1.10.11,249
1.325684,104.198.218.190,10.1.10.11,249
1.382965,104.198.218.190,10.1.10.11,388
1.928047,104.198.218.190,10.1.10.11,258
1.998762,104.198.218.190,10.1.10.11,325
2.201230,104.198.218.190,10.1.10.11,258
2.267026,104.198.218.190,10.1.10.11,122
2.539811,104.198.218.190,10.1.10.11,258
2.606701,104.198.218.190,10.1.10.11,413
2.666906,104.198.218.190,10.1.10.11,335
2.732924,104.198.218.190,10.1.10.11,337
2.877646,104.198.218.190,10.1.10.11,264
2.942430,104.198.218.190,10.1.10.11,130
3.008673,104.198.218.190,10.1.10.11,337
3.075307,104.198.218.190,10.1.10.11,344
3.223055,104.198.218.190,10.1.10.11,264
3.288844,104.198.218.190,10.1.10.11,430
3.659663,104.198.218.190,10.1.10.11,279
3.728918,104.198.218.190,10.1.10.11,130
3.789501,104.198.218.190,10.1.10.11,579
4.017784,104.198.218.190,10.1.10.11,286
4.082892,104.198.218.190,10.1.10.11,132
4.144912,104.198.218.190,10.1.10.11,367
4.211074,104.198.218.190,10.1.10.11,684
4.277162,104.198.218.190,10.1.10.11,371
4.346869,104.198.218.190,10.1.10.11,286
4.416853,104.198.218.190,10.1.10.11,457
4.485515,104.198.218.190,10.1.10.11,372
4.613056,104.198.218.190,10.1.10.11,303
4.683762,104.198.218.190,10.1.10.11,123
4.749853,104.198.218.190,10.1.10.11,375
4.817472,104.198.218.190,10.1.10.11,378
4.882818,104.198.218.190,10.1.10.11,381
4.931460,104.198.218.190,10.1.10.11,381
4.996900,104.198.218.190,10.1.10.11,381
5.072724,104.198.218.190,10.1.10.11,384
5.220745,104.198.218.190,10.1.10.11,311
5.270962,104.198.218.190,10.1.10.11,463
5.338821,104.198.218.190,10.1.10.11,392
5.481476,104.198.218.190,10.1.10.11,314
5.545263,104.198.218.190,10.1.10.11,803
5.616617,104.198.218.190,10.1.10.11,395
5.682744,104.198.218.190,10.1.10.11,395
5.750858,104.198.218.190,10.1.10.11,748
5.853558,104.198.218.190,10.1.10.11,323
5.920630,104.198.218.190,10.1.10.11,135
6.020018,104.198.218.190,10.1.10.11,326
6.071575,104.198.218.190,10.1.10.11,132
6.141259,104.198.218.190,10.1.10.11,763
6.354656,104.198.218.190,10.1.10.11,339
6.403437,104.198.218.190,10.1.10.11,126
6.470963,104.198.218.190,10.1.10.11,774
6.536778,104.198.218.190,10.1.10.11,415
6.602945,104.198.218.190,10.1.10.11,415
6.688624,104.198.218.190,10.1.10.11,343
6.741050,104.198.218.190,10.1.10.11,493
6.954481,104.198.218.190,10.1.10.11,348
7.020858,104.198.218.190,10.1.10.11,130
7.203572,104.198.218.190,10.1.10.11,348
7.263199,104.198.218.190,10.1.10.11,506
7.663237,104.198.218.190,10.1.10.11,357
7.713101,104.198.218.190,10.1.10.11,128
7.785353,104.198.218.190,10.1.10.11,434
7.853458,104.198.218.190,10.1.10.11,436
8.164215,104.198.218.190,10.1.10.11,437
8.189115,104.198.218.190,10.1.10.11,831
8.272295,104.198.218.190,10.1.10.11,366
8.345433,104.198.218.190,10.1.10.11,134
8.389018,104.198.218.190,10.1.10.11,447
8.458647,104.198.218.190,10.1.10.11,447
8.531578,104.198.218.190,10.1.10.11,447
8.613708,104.198.218.190,10.1.10.11,379
8.661241,104.198.218.190,10.1.10.11,125
8.861521,104.198.218.190,10.1.10.11,379
8.911444,104.198.218.190,10.1.10.11,530
8.979046,104.198.218.190,10.1.10.11,454
9.050270,104.198.218.190,10.1.10.11,386
9.118960,104.198.218.190,10.1.10.11,123
9.183301,104.198.218.190,10.1.10.11,458
9.249266,104.198.218.190,10.1.10.11,862
9.326749,104.198.218.190,10.1.10.11,461
9.634139,104.198.218.190,10.1.10.11,394
9.697740,104.198.218.190,10.1.10.11,121
9.893357,104.198.218.190,10.1.10.11,400
10.346337,104.198.218.190,10.1.10.11,400
10.412986,104.198.218.190,10.1.10.11,133
10.506946,104.198.218.190,10.1.10.11,400
10.572820,104.198.218.190,10.1.10.11,138
10.782881,104.198.218.190,10.1.10.11,400
10.848873,104.198.218.190,10.1.10.11,140
10.942010,104.198.218.190,10.1.10.11,418
11.006659,104.198.218.190,10.1.10.11,122
11.053320,104.198.218.190,10.1.10.11,489
11.189843,104.198.218.190,10.1.10.11,418
11.257202,104.198.218.190,10.1.10.11,128
11.313735,104.198.218.190,10.1.10.11,493
11.383146,104.198.218.190,10.1.10.11,493
11.517697,104.198.218.190,10.1.10.11,425
11.569560,104.198.218.190,10.1.10.11,126
11.635510,104.198.218.190,10.1.10.11,943
11.790705,104.198.218.190,10.1.10.11,432
11.857255,104.198.218.190,10.1.10.11,122
12.034546,104.198.218.190,10.1.10.11,432
12.089136,104.198.218.190,10.1.10.11,130
12.201015,104.198.218.190,10.1.10.11,439
12.259157,104.198.218.190,10.1.10.11,123
12.322984,104.198.218.190,10.1.10.11,513
12.633307,104.198.218.190,10.1.10.11,447
12.695243,104.198.218.190,10.1.10.11,120
12.910081,104.198.218.190,10.1.10.11,452
12.980190,104.198.218.190,10.1.10.11,518
13.065869,104.198.218.190,10.1.10.11,452
13.111691,104.198.218.190,10.1.10.11,124
13.179417,104.198.218.190,10.1.10.11,526
13.249007,104.198.218.190,10.1.10.11,527
13.319349,104.198.218.190,10.1.10.11,452
13.369078,104.198.218.190,10.1.10.11,129
13.515871,104.198.218.190,10.1.10.11,457
13.582672,104.198.218.190,10.1.10.11,602
13.649233,104.198.218.190,10.1.10.11,530
13.713396,104.198.218.190,10.1.10.11,534
13.831444,104.198.218.190,10.1.10.11,461
13.881221,104.198.218.190,10.1.10.11,123
13.947298,104.198.218.190,10.1.10.11,1020
14.095277,104.198.218.190,10.1.10.11,469
14.141620,104.198.218.190,10.1.10.11,122
14.207412,104.198.218.190,10.1.10.11,539
14.706040,104.198.218.190,10.1.10.11,469
14.771431,104.198.218.190,10.1.10.11,627
14.825571,104.198.218.190,10.1.10.11,550
14.934617,104.198.218.190,10.1.10.11,478
15.000342,104.198.218.190,10.1.10.11,628
15.067003,104.198.218.190,10.1.10.11,1057
15.212553,104.198.218.190,10.1.10.11,478
15.285087,104.198.218.190,10.1.10.11,135
15.337328,104.198.218.190,10.1.10.11,559
15.407398,104.198.218.190,10.1.10.11,1068
15.475111,104.198.218.190,10.1.10.11,560
15.558892,104.198.218.190,10.1.10.11,489
15.625117,104.198.218.190,10.1.10.11,129
15.853356,104.198.218.190,10.1.10.11,489
15.925319,104.198.218.190,10.1.10.11,640
16.159414,104.198.218.190,10.1.10.11,503
16.754668,104.198.218.190,10.1.10.11,503
16.821351,104.198.218.190,10.1.10.11,642
16.886864,104.198.218.190,10.1.10.11,574
16.953224,104.198.218.190,10.1.10.11,576
17.022324,104.198.218.190,10.1.10.11,503
17.089024,104.198.218.190,10.1.10.11,126
17.185068,104.198.218.190,10.1.10.11,503
17.240514,104.198.218.190,10.1.10.11,650
17.310252,104.198.218.190,10.1.10.11,503
17.377005,104.198.218.190,10.1.10.11,654
17.446806,104.198.218.190,10.1.10.11,580
17.515277,104.198.218.190,10.1.10.11,581
17.573786,104.198.218.190,10.1.10.11,582
17.639336,104.198.218.190,10.1.10.11,584
17.711700,104.198.218.190,10.1.10.11,1116
17.943469,104.198.218.190,10.1.10.11,510
17.999551,104.198.218.190,10.1.10.11,1201
18.148339,104.198.218.190,10.1.10.11,514
18.217934,104.198.218.190,10.1.10.11,135
18.285466,104.198.218.190,10.1.10.11,596
18.341522,104.198.218.190,10.1.10.11,596
18.409148,104.198.218.190,10.1.10.11,599
18.477159,104.198.218.190,10.1.10.11,601
18.547720,104.198.218.190,10.1.10.11,597
18.613952,104.198.218.190,10.1.10.11,1143
18.681893,104.198.218.190,10.1.10.11,604
19.257305,104.198.218.190,10.1.10.11,543
22.608787,104.198.218.190,10.1.10.11,531
22.675211,104.198.218.190,10.1.10.11,144
22.743917,104.198.218.190,10.1.10.11,1172
23.343983,104.198.218.190,10.1.10.11,561
23.649499,104.198.218.190,10.1.10.11,561
23.717588,104.198.218.190,10.1.10.11,1214
23.811976,104.198.218.190,10.1.10.11,561
23.877806,104.198.218.190,10.1.10.11,132
23.986085,104.198.218.190,10.1.10.11,561
24.051989,104.198.218.190,10.1.10.11,134
24.111973,104.198.218.190,10.1.10.11,1225
24.253311,104.198.218.190,10.1.10.11,571
24.319322,104.198.218.190,10.1.10.11,123
24.381826,104.198.218.190,10.1.10.11,646
24.449449,104.198.218.190,10.1.10.11,640
24.515406,104.198.218.190,10.1.10.11,644
24.599969,104.198.218.190,10.1.10.11,571
24.671993,104.198.218.190,10.1.10.11,723
24.760606,104.198.218.190,10.1.10.11,571
24.815436,104.198.218.190,10.1.10.11,129
25.193355,104.198.218.190,10.1.10.11,575
25.241755,104.198.218.190,10.1.10.11,125
25.309468,104.198.218.190,10.1.10.11,585
27.225578,104.198.218.190,10.1.10.11,585
27.271581,104.198.218.190,10.1.10.11,128
27.342250,104.198.218.190,10.1.10.11,662
27.411063,104.198.218.190,10.1.10.11,585
27.477466,104.198.218.190,10.1.10.11,135
27.529539,104.198.218.190,10.1.10.11,667
27.761863,104.198.218.190,10.1.10.11,598
27.829353,104.198.218.190,10.1.10.11,128
27.881641,104.198.218.190,10.1.10.11,672
27.948287,104.198.218.190,10.1.10.11,1293
28.182843,104.198.218.190,10.1.10.11,606
28.255952,104.198.218.190,10.1.10.11,123
28.323518,104.198.218.190,10.1.10.11,672
28.576218,104.198.218.190,10.1.10.11,606
28.645311,104.198.218.190,10.1.10.11,123
28.758040,104.198.218.190,10.1.10.11,606
28.826287,104.198.218.190,10.1.10.11,752
28.897619,104.198.218.190,10.1.10.11,678
28.965614,104.198.218.190,10.1.10.11,680
28.999545,104.198.218.190,10.1.10.11,1474
29.029780,104.198.218.190,10.1.10.11,523
29.098192,104.198.218.190,10.1.10.11,684
29.167618,104.198.218.190,10.1.10.11,687
29.588241,104.198.218.190,10.1.10.11,611
29.659613,104.198.218.190,10.1.10.11,785
29.732507,104.198.218.190,10.1.10.11,699
30.102104,104.198.218.190,10.1.10.11,626
30.179373,104.198.218.190,10.1.10.11,131
30.234335,104.198.218.190,10.1.10.11,703
30.299284,104.198.218.190,10.1.10.11,706
30.374960,104.198.218.190,10.1.10.11,1367
30.530047,104.198.218.190,10.1.10.11,637
30.595508,104.198.218.190,10.1.10.11,785
30.652107,104.198.218.190,10.1.10.11,713
30.718506,104.198.218.190,10.1.10.11,713
30.799912,104.198.218.190,10.1.10.11,645
30.865529,104.198.218.190,10.1.10.11,122
30.930054,104.198.218.190,10.1.10.11,716
31.083896,104.198.218.190,10.1.10.11,645
31.152004,104.198.218.190,10.1.10.11,794
31.246649,104.198.218.190,10.1.10.11,652
31.317776,104.198.218.190,10.1.10.11,122
31.373831,104.198.218.190,10.1.10.11,723
31.457986,104.198.218.190,10.1.10.11,652
31.524114,104.198.218.190,10.1.10.11,798
31.589572,104.198.218.190,10.1.10.11,729
31.660353,104.198.218.190,10.1.10.11,730
31.727849,104.198.218.190,10.1.10.11,732
31.794018,104.198.218.190,10.1.10.11,732
31.942684,104.198.218.190,10.1.10.11,655
32.019345,104.198.218.190,10.1.10.11,136
32.086040,104.198.218.190,10.1.10.11,738
32.154353,104.198.218.190,10.1.10.11,1429
32.294712,104.198.218.190,10.1.10.11,664
32.361865,104.198.218.190,10.1.10.11,134
32.466628,104.198.218.190,10.1.10.11,669
32.533515,104.198.218.190,10.1.10.11,129
32.586387,104.198.218.190,10.1.10.11,1445
32.710645,104.198.218.190,10.1.10.11,671
32.776141,104.198.218.190,10.1.10.11,133
32.894761,104.198.218.190,10.1.10.11,683
32.919083,104.198.218.190,10.1.10.11,152
0.004176,104.198.218.190,10.1.10.11,122
0.209122,104.198.218.190,10.1.10.11,226
0.262169,104.198.218.190,10.1.10.11,130
0.327266,104.198.218.190,10.1.10.11,302
0.464007,104.198.218.190,10.1.10.11,233
0.521798,104.198.218.190,10.1.10.11,128
0.737612,104.198.218.190,10.1.10.11,241
0.806619,104.198.218.190,10.1.10.11,120
1.008883,104.198.218.190,10.1.10.11,246
1.073688,104.198.218.190,10.1.10.11,312
1.159512,104.198.218.190,10.1.10.11,246
1.223207,104.198.218.190,10.1.10.11,124
1.291952,104.198.218.190,10.1.10.11,320
1.357832,104.198.218.190,10.1.10.11,321
1.424424,104.198.218.190,10.1.10.11,321
1.633459,104.198.218.190,10.1.10.11,251
1.699443,104.198.218.190,10.1.10.11,394
1.774362,104.198.218.190,10.1.10.11,255
1.832116,104.198.218.190,10.1.10.11,397
2.018430,104.198.218.190,10.1.10.11,324
2.121848,104.198.218.190,10.1.10.11,255
2.170107,104.198.218.190,10.1.10.11,130
2.279256,104.198.218.190,10.1.10.11,263
